language,rule,category,subcategory,subsubcategory,error_count,file_count,tot_essays
Korean,EN_COMPOUNDS,Miscellaneous,NULL,NULL,86,73,1100
Spanish,EN_COMPOUNDS,Miscellaneous,NULL,NULL,90,81,1100
Telugu,EN_COMPOUNDS,Miscellaneous,NULL,NULL,243,191,1100
Turkish,EN_COMPOUNDS,Miscellaneous,NULL,NULL,137,119,1100
Arabic,HAVE_PART_AGREEMENT,Grammar,"verbal inflection","past participle",43,38,1100
Chinese,HAVE_PART_AGREEMENT,Grammar,"verbal inflection","past participle",106,82,1100
French,HAVE_PART_AGREEMENT,Grammar,"verbal inflection","past participle",67,56,1100
German,HAVE_PART_AGREEMENT,Grammar,"verbal inflection","past participle",38,33,1100
Hindi,HAVE_PART_AGREEMENT,Grammar,"verbal inflection","past participle",50,46,1100
Italian,HAVE_PART_AGREEMENT,Grammar,"verbal inflection","past participle",65,56,1100
Japanese,HAVE_PART_AGREEMENT,Grammar,"verbal inflection","past participle",59,55,1100
Korean,HAVE_PART_AGREEMENT,Grammar,"verbal inflection","past participle",54,50,1100
Spanish,HAVE_PART_AGREEMENT,Grammar,"verbal inflection","past participle",61,52,1100
Telugu,HAVE_PART_AGREEMENT,Grammar,"verbal inflection","past participle",54,52,1100
Turkish,HAVE_PART_AGREEMENT,Grammar,"verbal inflection","past participle",31,30,1100
Arabic,IT_VBZ,Grammar,agreement,"verbal agreement",75,61,1100
Chinese,IT_VBZ,Grammar,agreement,"verbal agreement",94,72,1100
French,IT_VBZ,Grammar,agreement,"verbal agreement",53,52,1100
German,IT_VBZ,Grammar,agreement,"verbal agreement",11,11,1100
Hindi,IT_VBZ,Grammar,agreement,"verbal agreement",50,47,1100
Italian,IT_VBZ,Grammar,agreement,"verbal agreement",36,33,1100
Japanese,IT_VBZ,Grammar,agreement,"verbal agreement",61,57,1100
Korean,IT_VBZ,Grammar,agreement,"verbal agreement",75,63,1100
Spanish,IT_VBZ,Grammar,agreement,"verbal agreement",40,36,1100
Telugu,IT_VBZ,Grammar,agreement,"verbal agreement",29,29,1100
Turkish,IT_VBZ,Grammar,agreement,"verbal agreement",21,19,1100
Arabic,MANY_NN,Grammar,agreement,"nominal agreement",58,53,1100
Chinese,MANY_NN,Grammar,agreement,"nominal agreement",85,78,1100
French,MANY_NN,Grammar,agreement,"nominal agreement",46,42,1100
German,MANY_NN,Grammar,agreement,"nominal agreement",24,21,1100
Hindi,MANY_NN,Grammar,agreement,"nominal agreement",31,27,1100
Italian,MANY_NN,Grammar,agreement,"nominal agreement",91,77,1100
Japanese,MANY_NN,Grammar,agreement,"nominal agreement",107,96,1100
Korean,MANY_NN,Grammar,agreement,"nominal agreement",119,99,1100
Spanish,MANY_NN,Grammar,agreement,"nominal agreement",38,36,1100
Telugu,MANY_NN,Grammar,agreement,"nominal agreement",34,32,1100
Turkish,MANY_NN,Grammar,agreement,"nominal agreement",38,31,1100
Arabic,A_LOT_OF_NN,Grammar,"semantic restriction","mass/plural vs. singular count-noun",10,10,1100
Chinese,A_LOT_OF_NN,Grammar,"semantic restriction","mass/plural vs. singular count-noun",8,8,1100
French,A_LOT_OF_NN,Grammar,"semantic restriction","mass/plural vs. singular count-noun",29,25,1100
German,A_LOT_OF_NN,Grammar,"semantic restriction","mass/plural vs. singular count-noun",3,3,1100
Hindi,A_LOT_OF_NN,Grammar,"semantic restriction","mass/plural vs. singular count-noun",6,5,1100
Italian,A_LOT_OF_NN,Grammar,"semantic restriction","mass/plural vs. singular count-noun",15,15,1100
Japanese,A_LOT_OF_NN,Grammar,"semantic restriction","mass/plural vs. singular count-noun",25,23,1100
Korean,A_LOT_OF_NN,Grammar,"semantic restriction","mass/plural vs. singular count-noun",11,11,1100
Spanish,A_LOT_OF_NN,Grammar,"semantic restriction","mass/plural vs. singular count-noun",6,6,1100
Telugu,A_LOT_OF_NN,Grammar,"semantic restriction","mass/plural vs. singular count-noun",3,3,1100
Turkish,A_LOT_OF_NN,Grammar,"semantic restriction","mass/plural vs. singular count-noun",16,13,1100
Arabic,A_PLURAL,Grammar,agreement,"nominal agreement (singular)",108,81,1100
Chinese,A_PLURAL,Grammar,agreement,"nominal agreement (singular)",98,87,1100
French,A_PLURAL,Grammar,agreement,"nominal agreement (singular)",66,53,1100
German,A_PLURAL,Grammar,agreement,"nominal agreement (singular)",35,35,1100
Hindi,A_PLURAL,Grammar,agreement,"nominal agreement (singular)",63,57,1100
Italian,A_PLURAL,Grammar,agreement,"nominal agreement (singular)",126,96,1100
Japanese,A_PLURAL,Grammar,agreement,"nominal agreement (singular)",82,67,1100
Korean,A_PLURAL,Grammar,agreement,"nominal agreement (singular)",85,68,1100
Spanish,A_PLURAL,Grammar,agreement,"nominal agreement (singular)",51,45,1100
Telugu,A_PLURAL,Grammar,agreement,"nominal agreement (singular)",65,60,1100
Turkish,A_PLURAL,Grammar,agreement,"nominal agreement (singular)",57,49,1100
Arabic,I_LOWERCASE,Orthography,"Possiple Typo","Possiple Typo",1328,409,1100
Chinese,I_LOWERCASE,Orthography,"Possiple Typo","Possiple Typo",498,173,1100
French,I_LOWERCASE,Orthography,"Possiple Typo","Possiple Typo",576,175,1100
German,I_LOWERCASE,Orthography,"Possiple Typo","Possiple Typo",195,89,1100
Hindi,I_LOWERCASE,Orthography,"Possiple Typo","Possiple Typo",797,330,1100
Italian,I_LOWERCASE,Orthography,"Possiple Typo","Possiple Typo",786,237,1100
Japanese,I_LOWERCASE,Orthography,"Possiple Typo","Possiple Typo",165,62,1100
Korean,I_LOWERCASE,Orthography,"Possiple Typo","Possiple Typo",387,126,1100
Spanish,I_LOWERCASE,Orthography,"Possiple Typo","Possiple Typo",449,151,1100
Telugu,I_LOWERCASE,Orthography,"Possiple Typo","Possiple Typo",1068,452,1100
Turkish,I_LOWERCASE,Orthography,"Possiple Typo","Possiple Typo",616,187,1100
Arabic,HE_VERB_AGR,Grammar,agreement,"verbal agreement (3Sg>base form)",173,118,1100
Chinese,HE_VERB_AGR,Grammar,agreement,"verbal agreement (3Sg>base form)",157,126,1100
French,HE_VERB_AGR,Grammar,agreement,"verbal agreement (3Sg>base form)",99,78,1100
German,HE_VERB_AGR,Grammar,agreement,"verbal agreement (3Sg>base form)",47,42,1100
Hindi,HE_VERB_AGR,Grammar,agreement,"verbal agreement (3Sg>base form)",119,85,1100
Italian,HE_VERB_AGR,Grammar,agreement,"verbal agreement (3Sg>base form)",132,102,1100
Japanese,HE_VERB_AGR,Grammar,agreement,"verbal agreement (3Sg>base form)",101,76,1100
Korean,HE_VERB_AGR,Grammar,agreement,"verbal agreement (3Sg>base form)",152,108,1100
Spanish,HE_VERB_AGR,Grammar,agreement,"verbal agreement (3Sg>base form)",119,77,1100
Telugu,HE_VERB_AGR,Grammar,agreement,"verbal agreement (3Sg>base form)",168,117,1100
Turkish,HE_VERB_AGR,Grammar,agreement,"verbal agreement (3Sg>base form)",123,96,1100
Arabic,AS_FOLLOW,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,AS_FOLLOW,Orthography,"Possiple Typo","Possiple Typo",10,10,1100
French,AS_FOLLOW,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,AS_FOLLOW,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,AS_FOLLOW,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,AS_FOLLOW,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,AS_FOLLOW,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,AS_FOLLOW,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Spanish,AS_FOLLOW,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,AS_FOLLOW,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,AS_FOLLOW,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,PERSONAL_OPINION_FRIENDSHIP,Style,"Redundant Phrases","Redundant Phrases",3,3,1100
Chinese,PERSONAL_OPINION_FRIENDSHIP,Style,"Redundant Phrases","Redundant Phrases",4,4,1100
French,PERSONAL_OPINION_FRIENDSHIP,Style,"Redundant Phrases","Redundant Phrases",4,4,1100
German,PERSONAL_OPINION_FRIENDSHIP,Style,"Redundant Phrases","Redundant Phrases",15,14,1100
Hindi,PERSONAL_OPINION_FRIENDSHIP,Style,"Redundant Phrases","Redundant Phrases",3,3,1100
Italian,PERSONAL_OPINION_FRIENDSHIP,Style,"Redundant Phrases","Redundant Phrases",14,14,1100
Japanese,PERSONAL_OPINION_FRIENDSHIP,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Korean,PERSONAL_OPINION_FRIENDSHIP,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Spanish,PERSONAL_OPINION_FRIENDSHIP,Style,"Redundant Phrases","Redundant Phrases",30,28,1100
Telugu,PERSONAL_OPINION_FRIENDSHIP,Style,"Redundant Phrases","Redundant Phrases",3,3,1100
Turkish,PERSONAL_OPINION_FRIENDSHIP,Style,"Redundant Phrases","Redundant Phrases",3,3,1100
Arabic,AGREEMENT_SENT_START,Grammar,agreement,"verbal agreement (plural)",13,13,1100
Chinese,AGREEMENT_SENT_START,Grammar,agreement,"verbal agreement (plural)",23,23,1100
French,AGREEMENT_SENT_START,Grammar,agreement,"verbal agreement (plural)",11,11,1100
German,AGREEMENT_SENT_START,Grammar,agreement,"verbal agreement (plural)",10,10,1100
Hindi,AGREEMENT_SENT_START,Grammar,agreement,"verbal agreement (plural)",22,21,1100
Italian,AGREEMENT_SENT_START,Grammar,agreement,"verbal agreement (plural)",15,15,1100
Japanese,AGREEMENT_SENT_START,Grammar,agreement,"verbal agreement (plural)",13,13,1100
Korean,AGREEMENT_SENT_START,Grammar,agreement,"verbal agreement (plural)",19,19,1100
Spanish,AGREEMENT_SENT_START,Grammar,agreement,"verbal agreement (plural)",13,13,1100
Telugu,AGREEMENT_SENT_START,Grammar,agreement,"verbal agreement (plural)",14,14,1100
Turkish,AGREEMENT_SENT_START,Grammar,agreement,"verbal agreement (plural)",18,18,1100
Arabic,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,Orthography,Punctuation,Punctuation,249,206,1100
Chinese,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,Orthography,Punctuation,Punctuation,122,106,1100
French,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,Orthography,Punctuation,Punctuation,360,250,1100
German,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,Orthography,Punctuation,Punctuation,515,360,1100
Hindi,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,Orthography,Punctuation,Punctuation,567,383,1100
Italian,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,Orthography,Punctuation,Punctuation,313,234,1100
Japanese,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,Orthography,Punctuation,Punctuation,317,209,1100
Korean,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,Orthography,Punctuation,Punctuation,354,240,1100
Spanish,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,Orthography,Punctuation,Punctuation,242,186,1100
Telugu,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,Orthography,Punctuation,Punctuation,441,319,1100
Turkish,SENT_START_CONJUNCTIVE_LINKING_ADVERB_COMMA,Orthography,Punctuation,Punctuation,520,333,1100
Arabic,UPPERCASE_SENTENCE_START,Orthography,Capitalization,Capitalization,1450,506,1100
Chinese,UPPERCASE_SENTENCE_START,Orthography,Capitalization,Capitalization,535,204,1100
French,UPPERCASE_SENTENCE_START,Orthography,Capitalization,Capitalization,389,160,1100
German,UPPERCASE_SENTENCE_START,Orthography,Capitalization,Capitalization,120,53,1100
Hindi,UPPERCASE_SENTENCE_START,Orthography,Capitalization,Capitalization,910,236,1100
Italian,UPPERCASE_SENTENCE_START,Orthography,Capitalization,Capitalization,474,152,1100
Japanese,UPPERCASE_SENTENCE_START,Orthography,Capitalization,Capitalization,459,190,1100
Korean,UPPERCASE_SENTENCE_START,Orthography,Capitalization,Capitalization,954,280,1100
Spanish,UPPERCASE_SENTENCE_START,Orthography,Capitalization,Capitalization,308,149,1100
Telugu,UPPERCASE_SENTENCE_START,Orthography,Capitalization,Capitalization,1118,364,1100
Turkish,UPPERCASE_SENTENCE_START,Orthography,Capitalization,Capitalization,689,200,1100
Arabic,CONFUSION_OF_THESES_THESE,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,CONFUSION_OF_THESES_THESE,"Commonly Confused Words",NULL,NULL,2,2,1100
French,CONFUSION_OF_THESES_THESE,"Commonly Confused Words",NULL,NULL,5,5,1100
German,CONFUSION_OF_THESES_THESE,"Commonly Confused Words",NULL,NULL,1,1,1100
Hindi,CONFUSION_OF_THESES_THESE,"Commonly Confused Words",NULL,NULL,1,1,1100
Italian,CONFUSION_OF_THESES_THESE,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,CONFUSION_OF_THESES_THESE,"Commonly Confused Words",NULL,NULL,1,1,1100
Korean,CONFUSION_OF_THESES_THESE,"Commonly Confused Words",NULL,NULL,1,1,1100
Spanish,CONFUSION_OF_THESES_THESE,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,CONFUSION_OF_THESES_THESE,"Commonly Confused Words",NULL,NULL,1,1,1100
Turkish,CONFUSION_OF_THESES_THESE,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,ACCORDING_TO_ME,Grammar,"wrong expression","wrong expression",0,0,1100
Chinese,ACCORDING_TO_ME,Grammar,"wrong expression","wrong expression",1,1,1100
French,ACCORDING_TO_ME,Grammar,"wrong expression","wrong expression",26,23,1100
German,ACCORDING_TO_ME,Grammar,"wrong expression","wrong expression",1,1,1100
Hindi,ACCORDING_TO_ME,Grammar,"wrong expression","wrong expression",41,40,1100
Italian,ACCORDING_TO_ME,Grammar,"wrong expression","wrong expression",16,16,1100
Japanese,ACCORDING_TO_ME,Grammar,"wrong expression","wrong expression",0,0,1100
Korean,ACCORDING_TO_ME,Grammar,"wrong expression","wrong expression",0,0,1100
Spanish,ACCORDING_TO_ME,Grammar,"wrong expression","wrong expression",0,0,1100
Telugu,ACCORDING_TO_ME,Grammar,"wrong expression","wrong expression",17,16,1100
Turkish,ACCORDING_TO_ME,Grammar,"wrong expression","wrong expression",16,16,1100
Arabic,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,Orthography,Punctuation,Punctuation,44,39,1100
Chinese,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,Orthography,Punctuation,Punctuation,25,23,1100
French,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,Orthography,Punctuation,Punctuation,81,78,1100
German,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,Orthography,Punctuation,Punctuation,188,166,1100
Hindi,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,Orthography,Punctuation,Punctuation,52,52,1100
Italian,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,Orthography,Punctuation,Punctuation,190,164,1100
Japanese,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,Orthography,Punctuation,Punctuation,29,28,1100
Korean,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,Orthography,Punctuation,Punctuation,31,27,1100
Spanish,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,Orthography,Punctuation,Punctuation,72,64,1100
Telugu,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,Orthography,Punctuation,Punctuation,40,39,1100
Turkish,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,Orthography,Punctuation,Punctuation,75,70,1100
Arabic,SUPERLATIVE_THAN,Grammar,"adjectival inflection","wrong comparative inflection",20,20,1100
Chinese,SUPERLATIVE_THAN,Grammar,"adjectival inflection","wrong comparative inflection",39,38,1100
French,SUPERLATIVE_THAN,Grammar,"adjectival inflection","wrong comparative inflection",22,21,1100
German,SUPERLATIVE_THAN,Grammar,"adjectival inflection","wrong comparative inflection",19,18,1100
Hindi,SUPERLATIVE_THAN,Grammar,"adjectival inflection","wrong comparative inflection",25,21,1100
Italian,SUPERLATIVE_THAN,Grammar,"adjectival inflection","wrong comparative inflection",11,11,1100
Japanese,SUPERLATIVE_THAN,Grammar,"adjectival inflection","wrong comparative inflection",24,24,1100
Korean,SUPERLATIVE_THAN,Grammar,"adjectival inflection","wrong comparative inflection",33,32,1100
Spanish,SUPERLATIVE_THAN,Grammar,"adjectival inflection","wrong comparative inflection",17,16,1100
Telugu,SUPERLATIVE_THAN,Grammar,"adjectival inflection","wrong comparative inflection",32,29,1100
Turkish,SUPERLATIVE_THAN,Grammar,"adjectival inflection","wrong comparative inflection",21,21,1100
Arabic,NUMEROUS_DIFFERENT,Style,"Redundant Phrases","Redundant Phrases",27,26,1100
Chinese,NUMEROUS_DIFFERENT,Style,"Redundant Phrases","Redundant Phrases",37,31,1100
French,NUMEROUS_DIFFERENT,Style,"Redundant Phrases","Redundant Phrases",40,29,1100
German,NUMEROUS_DIFFERENT,Style,"Redundant Phrases","Redundant Phrases",72,59,1100
Hindi,NUMEROUS_DIFFERENT,Style,"Redundant Phrases","Redundant Phrases",15,14,1100
Italian,NUMEROUS_DIFFERENT,Style,"Redundant Phrases","Redundant Phrases",49,37,1100
Japanese,NUMEROUS_DIFFERENT,Style,"Redundant Phrases","Redundant Phrases",20,16,1100
Korean,NUMEROUS_DIFFERENT,Style,"Redundant Phrases","Redundant Phrases",36,26,1100
Spanish,NUMEROUS_DIFFERENT,Style,"Redundant Phrases","Redundant Phrases",43,39,1100
Telugu,NUMEROUS_DIFFERENT,Style,"Redundant Phrases","Redundant Phrases",5,5,1100
Turkish,NUMEROUS_DIFFERENT,Style,"Redundant Phrases","Redundant Phrases",43,38,1100
Arabic,NODT_DOZEN,Grammar,"missing article","missing article in quantifying phrase",4,4,1100
Chinese,NODT_DOZEN,Grammar,"missing article","missing article in quantifying phrase",6,5,1100
French,NODT_DOZEN,Grammar,"missing article","missing article in quantifying phrase",2,2,1100
German,NODT_DOZEN,Grammar,"missing article","missing article in quantifying phrase",1,1,1100
Hindi,NODT_DOZEN,Grammar,"missing article","missing article in quantifying phrase",8,7,1100
Italian,NODT_DOZEN,Grammar,"missing article","missing article in quantifying phrase",5,4,1100
Japanese,NODT_DOZEN,Grammar,"missing article","missing article in quantifying phrase",2,2,1100
Korean,NODT_DOZEN,Grammar,"missing article","missing article in quantifying phrase",2,2,1100
Spanish,NODT_DOZEN,Grammar,"missing article","missing article in quantifying phrase",4,4,1100
Telugu,NODT_DOZEN,Grammar,"missing article","missing article in quantifying phrase",3,3,1100
Turkish,NODT_DOZEN,Grammar,"missing article","missing article in quantifying phrase",3,3,1100
Arabic,CAN_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
Chinese,CAN_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
French,CAN_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
German,CAN_WHAT,Grammar,"missing verb ","missing verb ",1,1,1100
Hindi,CAN_WHAT,Grammar,"missing verb ","missing verb ",1,1,1100
Italian,CAN_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
Japanese,CAN_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
Korean,CAN_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
Spanish,CAN_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
Telugu,CAN_WHAT,Grammar,"missing verb ","missing verb ",2,2,1100
Turkish,CAN_WHAT,Grammar,"missing verb ","missing verb ",1,1,1100
Arabic,MUCH_COUNTABLE,Grammar,"semantic restriction","count vs. non-count",16,13,1100
Chinese,MUCH_COUNTABLE,Grammar,"semantic restriction","count vs. non-count",25,24,1100
French,MUCH_COUNTABLE,Grammar,"semantic restriction","count vs. non-count",24,21,1100
German,MUCH_COUNTABLE,Grammar,"semantic restriction","count vs. non-count",22,21,1100
Hindi,MUCH_COUNTABLE,Grammar,"semantic restriction","count vs. non-count",7,7,1100
Italian,MUCH_COUNTABLE,Grammar,"semantic restriction","count vs. non-count",18,18,1100
Japanese,MUCH_COUNTABLE,Grammar,"semantic restriction","count vs. non-count",18,15,1100
Korean,MUCH_COUNTABLE,Grammar,"semantic restriction","count vs. non-count",32,29,1100
Spanish,MUCH_COUNTABLE,Grammar,"semantic restriction","count vs. non-count",14,14,1100
Telugu,MUCH_COUNTABLE,Grammar,"semantic restriction","count vs. non-count",13,13,1100
Turkish,MUCH_COUNTABLE,Grammar,"semantic restriction","count vs. non-count",22,20,1100
Arabic,THEIR_IS,"Commonly Confused Words",NULL,NULL,27,23,1100
Chinese,THEIR_IS,"Commonly Confused Words",NULL,NULL,2,2,1100
French,THEIR_IS,"Commonly Confused Words",NULL,NULL,15,8,1100
German,THEIR_IS,"Commonly Confused Words",NULL,NULL,16,13,1100
Hindi,THEIR_IS,"Commonly Confused Words",NULL,NULL,42,33,1100
Italian,THEIR_IS,"Commonly Confused Words",NULL,NULL,6,6,1100
Japanese,THEIR_IS,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,THEIR_IS,"Commonly Confused Words",NULL,NULL,11,10,1100
Spanish,THEIR_IS,"Commonly Confused Words",NULL,NULL,11,8,1100
Telugu,THEIR_IS,"Commonly Confused Words",NULL,NULL,40,28,1100
Turkish,THEIR_IS,"Commonly Confused Words",NULL,NULL,1,1,1100
Arabic,ANY_WHERE,Orthography,"Possiple Typo","Possiple Typo",9,8,1100
Chinese,ANY_WHERE,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
French,ANY_WHERE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,ANY_WHERE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,ANY_WHERE,Orthography,"Possiple Typo","Possiple Typo",8,6,1100
Italian,ANY_WHERE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,ANY_WHERE,Orthography,"Possiple Typo","Possiple Typo",3,3,1100
Korean,ANY_WHERE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Spanish,ANY_WHERE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,ANY_WHERE,Orthography,"Possiple Typo","Possiple Typo",12,12,1100
Turkish,ANY_WHERE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Arabic,CAN_ABLE_TO,Grammar,"extra auxiliary/modal","extra auxiliary/modal",0,0,1100
